,Energy_Price,Unit_Of_Measure,Date,Energy_ID,Energy_Type
629,58.2,"Index, 2014=100",1998-06,2,Fuel Oil
630,58.2,"Index, 2014=100",1998-07,2,Fuel Oil
631,58.2,"Index, 2014=100",1998-08,2,Fuel Oil
632,58.2,"Index, 2014=100",1998-09,2,Fuel Oil
633,58.2,"Index, 2014=100",1998-10,2,Fuel Oil
634,58.2,"Index, 2014=100",1998-11,2,Fuel Oil
635,58.2,"Index, 2014=100",1998-12,2,Fuel Oil
636,58.2,"Index, 2014=100",1999-01,2,Fuel Oil
637,58.2,"Index, 2014=100",1999-02,2,Fuel Oil
638,58.2,"Index, 2014=100",1999-03,2,Fuel Oil
639,58.2,"Index, 2014=100",1999-04,2,Fuel Oil
640,58.2,"Index, 2014=100",1999-05,2,Fuel Oil
641,58.2,"Index, 2014=100",1999-06,2,Fuel Oil
642,58.2,"Index, 2014=100",1999-07,2,Fuel Oil
643,58.2,"Index, 2014=100",1999-08,2,Fuel Oil
644,58.2,"Index, 2014=100",1999-09,2,Fuel Oil
645,58.2,"Index, 2014=100",1999-10,2,Fuel Oil
646,58.2,"Index, 2014=100",1999-11,2,Fuel Oil
647,58.2,"Index, 2014=100",1999-12,2,Fuel Oil
648,58.2,"Index, 2014=100",2000-01,2,Fuel Oil
649,58.2,"Index, 2014=100",2000-02,2,Fuel Oil
650,58.2,"Index, 2014=100",2000-03,2,Fuel Oil
651,58.2,"Index, 2014=100",2000-04,2,Fuel Oil
652,58.2,"Index, 2014=100",2000-05,2,Fuel Oil
653,58.2,"Index, 2014=100",2000-06,2,Fuel Oil
654,58.2,"Index, 2014=100",2000-07,2,Fuel Oil
655,58.2,"Index, 2014=100",2000-08,2,Fuel Oil
656,58.2,"Index, 2014=100",2000-09,2,Fuel Oil
657,58.2,"Index, 2014=100",2000-10,2,Fuel Oil
658,58.2,"Index, 2014=100",2000-11,2,Fuel Oil
659,58.2,"Index, 2014=100",2000-12,2,Fuel Oil
660,58.2,"Index, 2014=100",2001-01,2,Fuel Oil
661,58.2,"Index, 2014=100",2001-02,2,Fuel Oil
662,58.2,"Index, 2014=100",2001-03,2,Fuel Oil
663,58.2,"Index, 2014=100",2001-04,2,Fuel Oil
664,58.2,"Index, 2014=100",2001-05,2,Fuel Oil
665,58.2,"Index, 2014=100",2001-06,2,Fuel Oil
666,58.2,"Index, 2014=100",2001-07,2,Fuel Oil
667,58.2,"Index, 2014=100",2001-08,2,Fuel Oil
668,58.2,"Index, 2014=100",2001-09,2,Fuel Oil
669,58.2,"Index, 2014=100",2001-10,2,Fuel Oil
670,58.2,"Index, 2014=100",2001-11,2,Fuel Oil
671,58.2,"Index, 2014=100",2001-12,2,Fuel Oil
672,58.2,"Index, 2014=100",2002-01,2,Fuel Oil
673,58.2,"Index, 2014=100",2002-02,2,Fuel Oil
674,58.2,"Index, 2014=100",2002-03,2,Fuel Oil
675,58.2,"Index, 2014=100",2002-04,2,Fuel Oil
676,58.2,"Index, 2014=100",2002-05,2,Fuel Oil
677,58.2,"Index, 2014=100",2002-06,2,Fuel Oil
678,58.2,"Index, 2014=100",2002-07,2,Fuel Oil
679,58.2,"Index, 2014=100",2002-08,2,Fuel Oil
680,58.2,"Index, 2014=100",2002-09,2,Fuel Oil
681,60.4,"Index, 2014=100",2002-10,2,Fuel Oil
682,60.4,"Index, 2014=100",2002-11,2,Fuel Oil
683,60.4,"Index, 2014=100",2002-12,2,Fuel Oil
684,60.4,"Index, 2014=100",2003-01,2,Fuel Oil
685,60.4,"Index, 2014=100",2003-02,2,Fuel Oil
686,60.4,"Index, 2014=100",2003-03,2,Fuel Oil
687,60.4,"Index, 2014=100",2003-04,2,Fuel Oil
688,60.4,"Index, 2014=100",2003-05,2,Fuel Oil
689,60.4,"Index, 2014=100",2003-06,2,Fuel Oil
690,60.4,"Index, 2014=100",2003-07,2,Fuel Oil
691,60.4,"Index, 2014=100",2003-08,2,Fuel Oil
692,60.4,"Index, 2014=100",2003-09,2,Fuel Oil
693,60.4,"Index, 2014=100",2003-10,2,Fuel Oil
694,60.4,"Index, 2014=100",2003-11,2,Fuel Oil
695,60.4,"Index, 2014=100",2003-12,2,Fuel Oil
696,60.4,"Index, 2014=100",2004-01,2,Fuel Oil
697,60.4,"Index, 2014=100",2004-02,2,Fuel Oil
698,60.4,"Index, 2014=100",2004-03,2,Fuel Oil
699,60.4,"Index, 2014=100",2004-04,2,Fuel Oil
700,60.4,"Index, 2014=100",2004-05,2,Fuel Oil
701,60.4,"Index, 2014=100",2004-06,2,Fuel Oil
702,60.4,"Index, 2014=100",2004-07,2,Fuel Oil
703,60.4,"Index, 2014=100",2004-08,2,Fuel Oil
704,60.4,"Index, 2014=100",2004-09,2,Fuel Oil
705,60.4,"Index, 2014=100",2004-10,2,Fuel Oil
706,60.4,"Index, 2014=100",2004-11,2,Fuel Oil
707,60.4,"Index, 2014=100",2004-12,2,Fuel Oil
708,60.4,"Index, 2014=100",2005-01,2,Fuel Oil
709,60.4,"Index, 2014=100",2005-02,2,Fuel Oil
710,60.4,"Index, 2014=100",2005-03,2,Fuel Oil
711,63.8,"Index, 2014=100",2005-04,2,Fuel Oil
712,63.8,"Index, 2014=100",2005-05,2,Fuel Oil
713,63.8,"Index, 2014=100",2005-06,2,Fuel Oil
714,63.8,"Index, 2014=100",2005-07,2,Fuel Oil
715,63.8,"Index, 2014=100",2005-08,2,Fuel Oil
716,63.8,"Index, 2014=100",2005-09,2,Fuel Oil
717,63.8,"Index, 2014=100",2005-10,2,Fuel Oil
718,63.8,"Index, 2014=100",2005-11,2,Fuel Oil
719,63.8,"Index, 2014=100",2005-12,2,Fuel Oil
720,63.8,"Index, 2014=100",2006-01,2,Fuel Oil
721,63.8,"Index, 2014=100",2006-02,2,Fuel Oil
722,70.6,"Index, 2014=100",2006-03,2,Fuel Oil
723,70.6,"Index, 2014=100",2006-04,2,Fuel Oil
724,70.6,"Index, 2014=100",2006-05,2,Fuel Oil
725,70.6,"Index, 2014=100",2006-06,2,Fuel Oil
726,70.6,"Index, 2014=100",2006-07,2,Fuel Oil
727,70.6,"Index, 2014=100",2006-08,2,Fuel Oil
728,70.6,"Index, 2014=100",2006-09,2,Fuel Oil
729,70.6,"Index, 2014=100",2006-10,2,Fuel Oil
730,70.6,"Index, 2014=100",2006-11,2,Fuel Oil
731,70.6,"Index, 2014=100",2006-12,2,Fuel Oil
732,70.6,"Index, 2014=100",2007-01,2,Fuel Oil
733,70.6,"Index, 2014=100",2007-02,2,Fuel Oil
734,70.6,"Index, 2014=100",2007-03,2,Fuel Oil
735,70.6,"Index, 2014=100",2007-04,2,Fuel Oil
736,70.6,"Index, 2014=100",2007-05,2,Fuel Oil
737,70.6,"Index, 2014=100",2007-06,2,Fuel Oil
738,70.6,"Index, 2014=100",2007-07,2,Fuel Oil
739,70.6,"Index, 2014=100",2007-08,2,Fuel Oil
740,70.6,"Index, 2014=100",2007-09,2,Fuel Oil
741,70.6,"Index, 2014=100",2007-10,2,Fuel Oil
742,70.6,"Index, 2014=100",2007-11,2,Fuel Oil
743,70.6,"Index, 2014=100",2007-12,2,Fuel Oil
744,73.6,"Index, 2014=100",2008-01,2,Fuel Oil
745,73.6,"Index, 2014=100",2008-02,2,Fuel Oil
746,73.6,"Index, 2014=100",2008-03,2,Fuel Oil
747,73.6,"Index, 2014=100",2008-04,2,Fuel Oil
748,73.6,"Index, 2014=100",2008-05,2,Fuel Oil
749,73.6,"Index, 2014=100",2008-06,2,Fuel Oil
750,73.6,"Index, 2014=100",2008-07,2,Fuel Oil
751,73.6,"Index, 2014=100",2008-08,2,Fuel Oil
752,73.6,"Index, 2014=100",2008-09,2,Fuel Oil
753,73.6,"Index, 2014=100",2008-10,2,Fuel Oil
754,73.6,"Index, 2014=100",2008-11,2,Fuel Oil
755,73.6,"Index, 2014=100",2008-12,2,Fuel Oil
756,80.5,"Index, 2014=100",2009-01,2,Fuel Oil
757,80.5,"Index, 2014=100",2009-02,2,Fuel Oil
758,80.5,"Index, 2014=100",2009-03,2,Fuel Oil
759,80.5,"Index, 2014=100",2009-04,2,Fuel Oil
760,80.5,"Index, 2014=100",2009-05,2,Fuel Oil
761,80.5,"Index, 2014=100",2009-06,2,Fuel Oil
762,80.5,"Index, 2014=100",2009-07,2,Fuel Oil
763,80.5,"Index, 2014=100",2009-08,2,Fuel Oil
764,80.5,"Index, 2014=100",2009-09,2,Fuel Oil
765,80.5,"Index, 2014=100",2009-10,2,Fuel Oil
766,80.5,"Index, 2014=100",2009-11,2,Fuel Oil
767,80.5,"Index, 2014=100",2009-12,2,Fuel Oil
768,80.0,"Index, 2014=100",2010-01,2,Fuel Oil
769,80.0,"Index, 2014=100",2010-02,2,Fuel Oil
770,80.0,"Index, 2014=100",2010-03,2,Fuel Oil
771,80.0,"Index, 2014=100",2010-04,2,Fuel Oil
772,80.0,"Index, 2014=100",2010-05,2,Fuel Oil
773,80.0,"Index, 2014=100",2010-06,2,Fuel Oil
774,80.0,"Index, 2014=100",2010-07,2,Fuel Oil
775,80.0,"Index, 2014=100",2010-08,2,Fuel Oil
776,80.0,"Index, 2014=100",2010-09,2,Fuel Oil
777,80.0,"Index, 2014=100",2010-10,2,Fuel Oil
778,80.0,"Index, 2014=100",2010-11,2,Fuel Oil
779,80.0,"Index, 2014=100",2010-12,2,Fuel Oil
780,85.3,"Index, 2014=100",2011-01,2,Fuel Oil
781,85.3,"Index, 2014=100",2011-02,2,Fuel Oil
782,85.3,"Index, 2014=100",2011-03,2,Fuel Oil
783,85.3,"Index, 2014=100",2011-04,2,Fuel Oil
784,85.3,"Index, 2014=100",2011-05,2,Fuel Oil
785,85.3,"Index, 2014=100",2011-06,2,Fuel Oil
786,85.3,"Index, 2014=100",2011-07,2,Fuel Oil
787,85.3,"Index, 2014=100",2011-08,2,Fuel Oil
788,85.3,"Index, 2014=100",2011-09,2,Fuel Oil
789,85.3,"Index, 2014=100",2011-10,2,Fuel Oil
790,85.3,"Index, 2014=100",2011-11,2,Fuel Oil
791,85.3,"Index, 2014=100",2011-12,2,Fuel Oil
792,91.5,"Index, 2014=100",2012-01,2,Fuel Oil
793,91.5,"Index, 2014=100",2012-02,2,Fuel Oil
794,91.5,"Index, 2014=100",2012-03,2,Fuel Oil
795,91.5,"Index, 2014=100",2012-04,2,Fuel Oil
796,91.5,"Index, 2014=100",2012-05,2,Fuel Oil
797,91.5,"Index, 2014=100",2012-06,2,Fuel Oil
798,91.5,"Index, 2014=100",2012-07,2,Fuel Oil
799,91.5,"Index, 2014=100",2012-08,2,Fuel Oil
800,91.5,"Index, 2014=100",2012-09,2,Fuel Oil
801,91.5,"Index, 2014=100",2012-10,2,Fuel Oil
802,91.5,"Index, 2014=100",2012-11,2,Fuel Oil
803,91.5,"Index, 2014=100",2012-12,2,Fuel Oil
804,95.0,"Index, 2014=100",2013-01,2,Fuel Oil
805,95.0,"Index, 2014=100",2013-02,2,Fuel Oil
806,95.0,"Index, 2014=100",2013-03,2,Fuel Oil
807,95.0,"Index, 2014=100",2013-04,2,Fuel Oil
808,95.0,"Index, 2014=100",2013-05,2,Fuel Oil
809,95.0,"Index, 2014=100",2013-06,2,Fuel Oil
810,95.0,"Index, 2014=100",2013-07,2,Fuel Oil
811,95.0,"Index, 2014=100",2013-08,2,Fuel Oil
812,95.0,"Index, 2014=100",2013-09,2,Fuel Oil
813,95.0,"Index, 2014=100",2013-10,2,Fuel Oil
814,95.0,"Index, 2014=100",2013-11,2,Fuel Oil
815,95.0,"Index, 2014=100",2013-12,2,Fuel Oil
816,100.0,"Index, 2014=100",2014-01,2,Fuel Oil
817,100.0,"Index, 2014=100",2014-02,2,Fuel Oil
818,100.0,"Index, 2014=100",2014-03,2,Fuel Oil
819,100.0,"Index, 2014=100",2014-04,2,Fuel Oil
820,100.0,"Index, 2014=100",2014-05,2,Fuel Oil
821,100.0,"Index, 2014=100",2014-06,2,Fuel Oil
822,100.0,"Index, 2014=100",2014-07,2,Fuel Oil
823,100.0,"Index, 2014=100",2014-08,2,Fuel Oil
824,100.0,"Index, 2014=100",2014-09,2,Fuel Oil
825,100.0,"Index, 2014=100",2014-10,2,Fuel Oil
826,100.0,"Index, 2014=100",2014-11,2,Fuel Oil
827,100.0,"Index, 2014=100",2014-12,2,Fuel Oil
828,101.5,"Index, 2014=100",2015-01,2,Fuel Oil
829,101.5,"Index, 2014=100",2015-02,2,Fuel Oil
830,101.5,"Index, 2014=100",2015-03,2,Fuel Oil
831,101.5,"Index, 2014=100",2015-04,2,Fuel Oil
832,101.5,"Index, 2014=100",2015-05,2,Fuel Oil
833,101.5,"Index, 2014=100",2015-06,2,Fuel Oil
834,101.5,"Index, 2014=100",2015-07,2,Fuel Oil
835,101.5,"Index, 2014=100",2015-08,2,Fuel Oil
836,101.5,"Index, 2014=100",2015-09,2,Fuel Oil
837,101.5,"Index, 2014=100",2015-10,2,Fuel Oil
838,101.5,"Index, 2014=100",2015-11,2,Fuel Oil
839,101.5,"Index, 2014=100",2015-12,2,Fuel Oil
840,101.5,"Index, 2014=100",2016-01,2,Fuel Oil
841,101.5,"Index, 2014=100",2016-02,2,Fuel Oil
842,101.5,"Index, 2014=100",2016-03,2,Fuel Oil
843,101.5,"Index, 2014=100",2016-04,2,Fuel Oil
844,101.5,"Index, 2014=100",2016-05,2,Fuel Oil
845,101.5,"Index, 2014=100",2016-06,2,Fuel Oil
846,101.5,"Index, 2014=100",2016-07,2,Fuel Oil
847,101.5,"Index, 2014=100",2016-08,2,Fuel Oil
848,101.5,"Index, 2014=100",2016-09,2,Fuel Oil
849,101.5,"Index, 2014=100",2016-10,2,Fuel Oil
850,101.5,"Index, 2014=100",2016-11,2,Fuel Oil
851,101.5,"Index, 2014=100",2016-12,2,Fuel Oil
852,103.9,"Index, 2014=100",2017-01,2,Fuel Oil
853,103.9,"Index, 2014=100",2017-02,2,Fuel Oil
854,103.9,"Index, 2014=100",2017-03,2,Fuel Oil
855,103.9,"Index, 2014=100",2017-04,2,Fuel Oil
856,103.9,"Index, 2014=100",2017-05,2,Fuel Oil
857,103.9,"Index, 2014=100",2017-06,2,Fuel Oil
858,103.9,"Index, 2014=100",2017-07,2,Fuel Oil
859,103.9,"Index, 2014=100",2017-08,2,Fuel Oil
860,103.9,"Index, 2014=100",2017-09,2,Fuel Oil
861,103.9,"Index, 2014=100",2017-10,2,Fuel Oil
862,103.9,"Index, 2014=100",2017-11,2,Fuel Oil
863,103.9,"Index, 2014=100",2017-12,2,Fuel Oil
864,106.4,"Index, 2014=100",2018-01,2,Fuel Oil
865,106.4,"Index, 2014=100",2018-02,2,Fuel Oil
866,106.4,"Index, 2014=100",2018-03,2,Fuel Oil
867,106.4,"Index, 2014=100",2018-04,2,Fuel Oil
868,106.4,"Index, 2014=100",2018-05,2,Fuel Oil
869,106.4,"Index, 2014=100",2018-06,2,Fuel Oil
870,106.4,"Index, 2014=100",2018-07,2,Fuel Oil
871,106.4,"Index, 2014=100",2018-08,2,Fuel Oil
872,106.4,"Index, 2014=100",2018-09,2,Fuel Oil
873,106.4,"Index, 2014=100",2018-10,2,Fuel Oil
874,106.4,"Index, 2014=100",2018-11,2,Fuel Oil
875,106.4,"Index, 2014=100",2018-12,2,Fuel Oil
876,108.9,"Index, 2014=100",2019-01,2,Fuel Oil
877,108.9,"Index, 2014=100",2019-02,2,Fuel Oil
878,108.9,"Index, 2014=100",2019-03,2,Fuel Oil
879,108.9,"Index, 2014=100",2019-04,2,Fuel Oil
880,108.9,"Index, 2014=100",2019-05,2,Fuel Oil
881,108.9,"Index, 2014=100",2019-06,2,Fuel Oil
882,108.9,"Index, 2014=100",2019-07,2,Fuel Oil
883,108.9,"Index, 2014=100",2019-08,2,Fuel Oil
884,108.9,"Index, 2014=100",2019-09,2,Fuel Oil
885,108.9,"Index, 2014=100",2019-10,2,Fuel Oil
886,108.9,"Index, 2014=100",2019-11,2,Fuel Oil
887,108.9,"Index, 2014=100",2019-12,2,Fuel Oil
888,112.4,"Index, 2014=100",2020-01,2,Fuel Oil
889,112.4,"Index, 2014=100",2020-02,2,Fuel Oil
890,112.4,"Index, 2014=100",2020-03,2,Fuel Oil
891,112.4,"Index, 2014=100",2020-04,2,Fuel Oil
892,112.4,"Index, 2014=100",2020-05,2,Fuel Oil
893,112.4,"Index, 2014=100",2020-06,2,Fuel Oil
894,112.4,"Index, 2014=100",2020-07,2,Fuel Oil
895,112.4,"Index, 2014=100",2020-08,2,Fuel Oil
896,112.4,"Index, 2014=100",2020-09,2,Fuel Oil
897,112.4,"Index, 2014=100",2020-10,2,Fuel Oil
898,112.4,"Index, 2014=100",2020-11,2,Fuel Oil
899,112.4,"Index, 2014=100",2020-12,2,Fuel Oil
900,112.4,"Index, 2014=100",2021-01,2,Fuel Oil
901,112.4,"Index, 2014=100",2021-02,2,Fuel Oil
902,112.4,"Index, 2014=100",2021-03,2,Fuel Oil
903,112.4,"Index, 2014=100",2021-04,2,Fuel Oil
904,112.4,"Index, 2014=100",2021-05,2,Fuel Oil
905,112.4,"Index, 2014=100",2021-06,2,Fuel Oil
906,112.4,"Index, 2014=100",2021-07,2,Fuel Oil
907,112.4,"Index, 2014=100",2021-08,2,Fuel Oil
908,112.4,"Index, 2014=100",2021-09,2,Fuel Oil
909,112.4,"Index, 2014=100",2021-10,2,Fuel Oil
910,112.4,"Index, 2014=100",2021-11,2,Fuel Oil
911,112.4,"Index, 2014=100",2021-12,2,Fuel Oil
912,114.0,"Index, 2014=100",2022-01,2,Fuel Oil
913,114.0,"Index, 2014=100",2022-02,2,Fuel Oil
914,114.0,"Index, 2014=100",2022-03,2,Fuel Oil
915,114.0,"Index, 2014=100",2022-04,2,Fuel Oil
916,114.0,"Index, 2014=100",2022-05,2,Fuel Oil
917,114.0,"Index, 2014=100",2022-06,2,Fuel Oil
918,114.0,"Index, 2014=100",2022-07,2,Fuel Oil
919,114.0,"Index, 2014=100",2022-08,2,Fuel Oil
920,114.0,"Index, 2014=100",2022-09,2,Fuel Oil
921,114.0,"Index, 2014=100",2022-10,2,Fuel Oil
922,114.0,"Index, 2014=100",2022-11,2,Fuel Oil
923,114.0,"Index, 2014=100",2022-12,2,Fuel Oil
924,114.0,"Index, 2014=100",2023-01,2,Fuel Oil
925,114.0,"Index, 2014=100",2023-02,2,Fuel Oil
926,114.0,"Index, 2014=100",2023-03,2,Fuel Oil
927,114.0,"Index, 2014=100",2023-04,2,Fuel Oil
928,122.2,"Index, 2014=100",2023-05,2,Fuel Oil
929,122.2,"Index, 2014=100",2023-06,2,Fuel Oil
930,122.2,"Index, 2014=100",2023-07,2,Fuel Oil
931,122.2,"Index, 2014=100",2023-08,2,Fuel Oil
932,122.2,"Index, 2014=100",2023-09,2,Fuel Oil
933,122.2,"Index, 2014=100",2023-10,2,Fuel Oil
934,122.2,"Index, 2014=100",2023-11,2,Fuel Oil
935,122.2,"Index, 2014=100",2023-12,2,Fuel Oil
936,129.9,"Index, 2014=100",2024-01,2,Fuel Oil
937,129.9,"Index, 2014=100",2024-02,2,Fuel Oil
938,129.9,"Index, 2014=100",2024-03,2,Fuel Oil
939,129.9,"Index, 2014=100",2024-04,2,Fuel Oil
940,131.8,"Index, 2014=100",2024-05,2,Fuel Oil
941,131.8,"Index, 2014=100",2024-06,2,Fuel Oil
942,131.8,"Index, 2014=100",2024-07,2,Fuel Oil
943,131.8,"Index, 2014=100",2024-08,2,Fuel Oil
944,131.8,"Index, 2014=100",2024-09,2,Fuel Oil
945,131.8,"Index, 2014=100",2024-10,2,Fuel Oil
946,131.8,"Index, 2014=100",2024-11,2,Fuel Oil
947,131.8,"Index, 2014=100",2024-12,2,Fuel Oil
